"label","cleaned_text"
"normal","every day i use to sleep after  &lt;#&gt;  so only."
"normal","k i will call you when i am close"
"normal","you buy newspapers already?"
"normal","nope wif my sis lor... aft bathing my dog then i can bathe... looks like it is going 2 rain soon."
"normal","boo i am on my way to my moms. she is making tortilla soup. yummmm"
"normal","no management puzzeles."
"normal","how did you find out in a way that did not include all of these details"
"normal","will you like to be spoiled? :)"
"fraud","thanks for your ringtone order, ref number r836. your mobile will be charged £4.50. should your tone not arrive please call customer services on 09065069154"
"normal","i am getting threats from your sales executive shifad as i raised complaint against him. its an official message."
"normal","hope things went well at 'doctors' ;) reminds me i still need 2go.did you c d little thing i left in the lounge?"
"normal","den wat will e schedule b lk on sun?"
"normal","lol enjoy role playing much?"
"normal","ok. me watching tv too."
"normal","i just lov this line: ""hurt me with the truth, i do not mind,i wil tolerat.bcs your my someone..... but, never comfort me with a lie"" gud ni8 and sweet dreams"
"normal","just checked out, heading out to drop off my stuff now"
"normal","here got lots of hair dresser fr china."
"normal","sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish."
"normal","ill call you evening ill some ideas."
"fraud","splashmobile: choose from 1000s of gr8 tones each wk! this is a subscrition service with weekly tones costing 300p. you have one credit - kick back and enjoy"
"normal","did you show him and wot did he say or could you not c him 4 dust?"
"normal","it should take about  &lt;#&gt;  min"
"normal","ok . . now i am in bus. . if i come soon i will come otherwise tomorrow"
"normal","i cannot pick the phone right now. please send a message"
"fraud","<forwarded from 88877>free entry into our £250 weekly comp just send the word enter to 88877 now. 18 t&c www.textcomp.com"
"normal","finish liao... you?"
"normal","haha i think i did too"
"normal","you know we watchin at lido?"
"normal","life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself.."
"normal","haha awesome, i have been to 4u a couple times. who all's coming?"
"normal","cold. do not be sad dear"
"normal","think i could stop by in like an hour or so? my roommate's looking to stock up for a trip"
"normal","is that on the telly? no its brdget jones!"
"normal","love you aathi..love you lot.."
"normal","hello! how are you? i am bored. inever thought id get bored with the tv but i am. tell me something exciting has happened there? anything! =/"
"normal","hmm...bad news...hype park plaza $700 studio taken...only left 2 bedrm-$900..."
"normal","sorry, i will call later in meeting"
"normal","are ü comin back for dinner?"
"normal","i hav almost reached. call, i am unable to connect you."
"normal","whom you waited for yesterday"
"normal","i reach home safe n sound liao..."
"normal","velly good, yes please!"
"normal","hi, wkend ok but journey terrible. wk not good as have huge back log of marking to do"
"normal","i have had two more letters from . i will copy them for you cos one has a message for you. speak soon"
"normal","alex knows a guy who sells mids but he is down in south tampa and i do not think i could set it up before like 8"
"normal","do not you have message offer"
"fraud","had your mobile 11mths ? update for free to oranges latest colour camera mobiles & unlimited weekend calls. call mobile 08000839402"
"normal","hey there babe, how you doin? wot you up 2 2nite love annie x."
"normal","remind me how to get there and i shall do so"
"normal",":-( that is not v romantic!"
"normal","hello. damn this christmas thing. i think i have decided to keep this mp3 that does not work."
"fraud","you have 1 new message. please call 08718738034."
"normal","hi darlin i am missin you hope you are having a good time. when are you back and what time if you can give me a call at home. jess xx"
"fraud","<forwarded from 21870000>hi - this is your mailbox messaging sms alert. you have 4 messages. you have 21 matches. please call back on 09056242159 to retrieve your messages and matches"
"normal","draw va?i do not think so:)"
"normal","do not pick up d call when something important is there to tell. hrishi"
"fraud","congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. do not miss out!"
"normal","nothin comes to my mind. ü help me buy hanger lor. your laptop not heavy?"
"normal","&lt;#&gt; , that is all? guess that is easy enough"
"normal","we can make a baby in yo though"
"normal","should i tell my friend not to come round til like  &lt;#&gt; ish?"
"normal","friendship poem: dear o dear you are not near but i can hear do not get fear live with cheer no more tear you are always my dear. gud ni8"
"normal","still in the area of the restaurant. ill try to come back soon"
"normal","aight that will work, thanks"
"fraud","win a year supply of cds 4 a store of your choice worth £500 & enter our £100 weekly draw txt music to 87066 ts&cs www.ldew.com.subs16+1win150ppmx3"
"fraud","moby pub quiz.win a £100 high street prize if you know who the new duchess of cornwall will be? txt her first name to 82277.unsub stop £1.50 008704050406 sp arrow"
"normal","i have 2 sleeping bags, 1 blanket and paper and  phone details. anything else?"
"fraud","you have won a nokia 7250i. this is what you get when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+ "
"fraud","congratulations! thanks to a good friend you have won the £2,000 xmas prize. 2 claim is easy, just call 08718726971 now! only 10p per minute. bt-national-rate."
"normal","so what do you guys do."
"normal","also that chat was awesome but do not make it regular unless you can see her in person"
"normal","that is significant but do not worry."
"normal","that is because your old. i live to be high."
"normal","waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,zindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai.........."
"normal","on the way to office da.."
"normal","in which place do you want da."
"normal","this pain could not have come at a worse time."
"normal","ok..."
"normal","should i be stalking you?"
"normal","sorry dude. do not know how i forgot. even after dan reminded me. sorry. hope you guys had fun."
"normal","ok lor."
"normal","apps class varaya elaya."
"normal","the xmas story is peace.. the xmas message is love.. the xmas miracle is jesus.. hav a blessed month ahead &amp; wish you merry xmas..."
"fraud","urgent! your mobile number *************** won a £2000 bonus caller prize on 10/06/03! this is the 2nd attempt to reach you! call 09066368753 as soon as possible! box 97n7qp, 150ppm"
"normal","that day you asked about anand number. why:-)"
"normal","am surfing online store. for offers do you want to buy any thing."
"normal","long beach lor. expected... you having dinner now?"
"normal","at home by the way"
"normal","we are both fine. thanks"
"normal","what happen to her tell the truth"
"normal","do you like italian food?"
"normal","which is weird because i know i had it at one point"
"normal","aww you must be nearly dead!well jez iscoming over todo some workand that whilltake forever!"
"normal","tell your friends what you plan to do on valentines day @ &lt;url&gt;"
"normal","alright, see you in a bit"
"normal","cheers for the message zogtorius. ive been staring at my phone for an age deciding whether to text or not."
"normal","i will take care of financial problem.i will help:)"
"normal","tell dear what happen to you. why you talking to me like an alian"
"fraud","double your mins & txts on orange or 1/2 price linerental - motorola and sonyericsson with b/tooth free-nokia free call mobileupd8 on 08000839402 or2optout/hv9d"
"normal","1) go to write message 2) put on dictionary mode 3)cover the screen with hand, 4)press  &lt;#&gt; . 5)gently remove your hand.. its interesting..:)"
"normal","okie..."
"normal","hi this is yijue, can i meet you at 11 tomorrow?"
"normal","its posible dnt live in  &lt;#&gt; century cm frwd n thnk different"
"normal","but i dint slept in afternoon."
"normal","that seems unnecessarily affectionate"
"normal","yar else i will thk of all sorts of funny things."
"normal","you will be in the place of that man"
"fraud","download as many ringtones as you like no restrictions, 1000s 2 choose. you can even send 2 your buddys. txt sir to 80082 £3 "
"normal","that is cool. how was your day?"
"fraud","please call 08712402902 immediately as there is an urgent message waiting for you."
"normal","are we going with the  &lt;#&gt;  bus?"
"normal","hello, my love ! how went your day ? are you alright ? i think of you, my sweet and send a jolt to your heart to remind you ... i love you! can you hear it ? i screamed it across the sea for all the world to hear. ahmad al hallaq is loved ! and owned ! *possessive passionate kiss*"
"normal","no..he joined today itself."
"normal","okay same with me. well thanks for the clarification"
"normal","i will talk to the others and probably just come early tomorrow then"
"fraud","spook up your mob with a halloween collection of a logo & pic message plus a free eerie tone, txt card spook to 8007 zed 08701417012150p per logo/pic"
"normal","had the money issue weigh me down but thanks to you, i can breathe easier now. i.ll make sure you do not regret it. thanks."
"normal","hi. i am sorry i missed your call. can you please call back."
"normal","how are you doing? hope you have settled in for the new school year. just wishin you a gr8 day"
"fraud","fantasy football is back on your tv. go to sky gamestar on sky active and play £250k dream team. scoring starts on saturday, so register now!sky opt out to 88088"
"normal","ok then no need to tell me anything i am going to sleep good night"
"normal","ok try to do week end course in coimbatore."
"normal","v nice! off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. busy transcribing. :-)"
"normal","if you are @ home then come down within 5 min"
"normal","a boy loved a gal. he propsd bt she did not mind. he gv lv lttrs, bt her frnds threw thm. again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. wn it was about 2 hit d girl,d boy ran like hell n saved her. she asked 'hw cn you run so fast?' d boy replied ""boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n thy lived happily 2gthr drinking boost evrydy moral of d story:- i hv free msgs:d;): gud ni8"
"normal","that day ü say ü cut your hair at paragon, is it called hair sense? do ü noe how much is a hair cut? "
"normal","hmm, too many of them unfortunately... pics obviously are not hot cakes. its kind of fun though"
"normal","watching tv lor... y she so funny we bluff her 4 wat. izzit because she thk it is impossible between us?"
"normal","do not know lei he neva say..."
"normal","thanx 4 2day! you are a goodmate i think your rite sary! asusual!1 you cheered me up! love you franyxxxxx"
"normal","i am on my way home. went to change batt 4 my watch then go shop a bit lor.."
"normal","hi, mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com it s a great place to send free sms to people for more visit fullonsms.com"
"normal","good evening sir, hope you are having a nice day. i wanted to bring it to your notice that i have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that is why i did not speak up. i however am in a recession and will not be able to pay the charge this month hence my askin well ahead of month's end. can you please help. thank you for everything."
"normal","if i let you do this, i want you in the house by 8am."
"normal","best line said in love: . ""i will wait till the day i can forget you or the day you realize that you cannot forget me.""... gn"
"normal","i will reach before ten morning"
"normal","your pussy is perfect!"
"normal","sorry, i will call later"
"fraud","someone has contacted our dating service and entered your phone becausethey fancy you! to find out who it is call from a landline 09058098002. pobox1, w14rg 150p"
"normal","no message..no responce..what happend?"
"normal","also where is the piece"
"normal","wiskey brandy rum gin beer vodka scotch shampain wine ""kudi""yarasu dhina vaazhthukkal. .."
"normal","boo. how is things? i am back at home and a little bored already :-("
"normal","first has she gained more than  &lt;#&gt; kg since she took in. second has she done the blood sugar tests. if she has and its ok and her blood pressure is within normal limits then no worries"
"normal","pick your fone up now you dumb?"
"normal","thanks da thangam, i feel very very happy dear. i also miss you da."
"normal","okey doke. i am at home, but not dressed cos laying around ill! speak to you later bout times and stuff. "
"normal","i do not run away frm you... i walk slowly &amp; it kills me that you do not care enough to stop me..."
"normal","babe, i am back ... come back to me ..."
"normal","well you told others you would marry them..."
"normal","neshanth..tel me who are you?"
"normal","yo yo yo byatch whassup?"
"normal","oh... kay... on sat right?"
"normal","hi! this is roger from cl. how are you?"
"fraud","babe: you want me do not you baby! i am nasty and have a thing 4 filthyguys. fancy a rude time with a sexy bitch. how about we go slo n hard! txt xxx slo(4msgs)"
"normal","oh oh... wasted... den muz chiong on sat n sun liao..."
"normal","jesus christ bitch i am trying to give you drugs answer your fucking phone"
"normal","please give it 2  or i will pick it up on tuesday evening about 8 if that is ok."
"normal","i am meeting darren..."
"normal","one of best dialogue in cute reltnship..!! ""wen i die, do not come near my body..!! bcoz my hands may not come 2 wipe your tears off that time..!gud ni8"
"normal","solve d case : a man was found murdered on  &lt;decimal&gt; . &lt;#&gt;  afternoon. 1,his wife called police. 2,police questioned everyone. 3,wife: sir,i was sleeping, when the murder took place. 4.cook: i was cooking. 5.gardener: i was picking vegetables. 6.house-maid: i went 2 d post office. 7.children: we went 2 play. 8.neighbour: we went 2 a marriage. police arrested d murderer immediately. who is it? reply with reason, if you are brilliant."
"normal","dear where you will be when i reach there"
"normal","aww that is the first time you said you missed me without asking if i missed you first. you do love me! :)"
"normal","ok... thanx... gd nite 2 ü too..."
"normal","come to me right now, ahmad"
"normal","lol please do. actually send a pic of yourself right now. i want to see. pose with a comb and hair dryer or something."
"normal","o was not into fps then."
"normal","huh means computational science... y they like dat one push here n there..."
"normal","could you not read me, my love ? i answered you"
"normal","oh... lk tt den we take e one tt ends at cine lor... dun wan yogasana oso can... "
"normal","madam,regret disturbance.might receive a reference check from dlf premarica.kindly be informed.rgds,rakhesh,kerala."
"normal","oic... then better quickly go bathe n settle down..."
"normal","err... cud do. i am going to  at 8pm. i have not got a way to contact him until then."
"normal","a bloo bloo bloo i will miss the first bowl"
"normal","lmao but its so fun..."
"normal","oh k k:)but he is not a big hitter.anyway good"
"normal","hey!!! i almost forgot ... happy b-day babe ! i love you!!"
"fraud","valentines day special! win over £1000 in our quiz and take your partner on the trip of a lifetime! send go to 83600 now. 150p/message rcvd. custcare:08718720201"
"normal","do you think i can move  &lt;#&gt;  in a week"
"normal","she.s find. i sent you an offline message to know how anjola's now."
"normal","how was txting and driving"
"normal","that is good. let us thank god. please complete the drug. have lots of water. and have a beautiful day."
"normal","really dun bluff me leh... you sleep early too. nite..."
"normal","indians are poor but india is not a poor country. says one of the swiss bank directors. he says that "" &lt;#&gt;  lac crore"" of indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. can give  &lt;#&gt;  crore jobs to all indians. from any village to delhi 4 lane roads. forever free power suply to more than  &lt;#&gt;  social projects. every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. no need of world bank &amp; imf loan. think how our money is blocked by rich politicians. we have full rights against corrupt politicians. itna forward karo ki pura india padhe.g.m."""
"normal","uncle boye. i need movies oh. guide me. plus you know torrents are not particularly legal here. and the system is slowing down. what should i do. have a gr8 day. plus have you started cos i do not meet you online. how was the honey moon."
"normal","oh you you. i remember da. ."
"normal","by the way regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude"
"normal","i not busy juz dun wan 2 go so early.. hee.. "
"normal","rightio. 11.48 it is then. well are not we all up bright and early this morning."
"normal","great. i am in church now, will holla when i get out"
"normal","back in brum! thanks for putting us up and keeping us all and happy. see you soon "
"normal","i donno if they are scorable"
"normal","&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here"
"normal","yes but i do not care! i need you bad, princess!"
"normal","the guy (kadeem) has not been selling since the break, i know one other guy but he is paranoid as fuck and does not like selling without me there and i cannot be up there til late tonight"
"normal","sorry, i will call later"
"normal","tomorrow then ü brin lar... aiya later i come n c lar... mayb ü neva set properly ü got da help sheet wif ü..."
"normal","do you know dis no. &lt;#&gt; ?"
"normal","then she dun believe wat?"
"normal","k..give back my thanks."
"normal","i know complain num only..bettr directly go to bsnl offc nd apply for it.."
"normal","okay. i have seen it. so i should pick it on friday?"
"normal","how much she payed. suganya."
"normal","left dessert. you wan me 2 go suntec look 4 you?"
"normal","abeg, make profit. but its a start. are you using it to get sponsors for the next event?"
"normal","onum ela pa. normal than."
"normal","k.k..how is your sister kids?"
"normal","cool, i will text you when i am on the way"
"normal","nope. meanwhile she talk say make i greet you."
"normal","i cannot talk to you now.i will call when i can.do not keep calling."
"normal","anything lar..."
"normal","rose needs water, season needs change, poet needs imagination..my phone needs your sms and i need your lovely frndship forever...."
"normal","good afternoon, babe. how goes that day ? any job prospects yet ? i miss you, my love ... *sighs* ... :-("
"normal","they will pick up and drop in car.so no problem.."
"normal","s.i think he is waste for rr.."
"normal","he is world famamus...."
"normal","is there coming friday is leave for pongal?do you get any news from your work place."
"normal","lol well do not do it without me. we could have a big sale together."
"normal","am on my way"
"normal","eat at old airport road... but now 630 oredi... got a lot of pple..."
"normal","sry cannot talk on phone, with parents"
"normal","ok lor wat time ü finish?"
"normal","princess, i like to make love  &lt;#&gt;  times per night. hope that is not a problem!"
"normal","mm i am on the way to railway"
"normal","i do not want to talk with you"
"normal","i am done. i am sorry. i hope your next space gives you everything you want. remember all the furniture is yours. if i am not around when you move it, just lock all the locks and leave the key with jenne."
"normal","not yet. just i would like to keep in touch and it will be the easiest way to do that from barcelona. by the way how ru and how is the house?"
"normal","k.:)do it at evening da:)urgent:)"
"normal","pansy! you have been living in a jungle for two years! its my driving you should be more worried about!"
"normal","mm have some kanji do not eat anything heavy ok"
"normal","only if you promise your getting out as soon as you can. and you will text me in the morning to let me know you made it in ok."
"normal","lol that is different. i do not go trying to find every real life photo you ever took."
"normal","i do not thnk its a wrong calling between us"
"normal","k ill drink.pa then what doing. i need srs model please send it to my mail id pa."
"normal","aiyah e rain like quite big leh. if drizzling i can at least run home."
"normal","i have 2 docs appointments next week.:/ i am tired of them shoving stuff up me. ugh why could not i have had a normal body?"
"normal","dun b sad.. it is over.. dun thk about it already. concentrate on your other papers k."
"normal","greetings me, ! consider yourself excused."
"normal","no drama please.i have had enough from you and family while i am struggling in the hot sun in a strange place.no reason why there should be an ego of not going 'if not invited' when actually its necessity to go.wait for very serious reppurcussions."
"normal","they released another italian one today and it has a cosign option"
"normal","you at mu? you should try to figure out how much money everyone has for gas and alcohol, jay and i are trying to figure out our weed budget"
"fraud","winner! as a valued network customer you hvae been selected to receive a £900 reward! to collect call 09061701444. valid 24 hours only. acl03530150pm"
"normal","hcl chennai requires freshers for voice process.excellent english needed.salary upto  &lt;#&gt; .call ms.suman  &lt;#&gt;  for telephonic interview -via indyarocks.com"
"normal","dai what this da.. can i send my resume to this id."
"normal","i know where the  &lt;#&gt;  is, i will be there around 5"
"normal","yup i have finished c ü there..."
"normal","remember to ask alex about his pizza"
"normal","no da..today also i forgot.."
"normal","ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online, you arrange shipping and you get a cut. or you????? for a partnership where you????? invest money for shipping and he takes care of the rest!you??wud b self reliant soon dnt worry"
"normal","fwiw the reason i am only around when it is time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up"
"normal","hello, my boytoy! i made it home and my constant thought is of you, my love. i hope your having a nice visit but i cannot wait till you come home to me ...*kiss*"
"normal","congrats kano..whr s the treat maga?"
"normal","who you talking about?"
"normal","yup..."
"normal","ok..."
"normal","you wake up already? what you doing? you picking us up later rite? i am taking sq825, reaching ard 7 smth 8 like dat. you can check e arrival time. c you soon..."
"normal","yunny i am walking in citylink now ü faster come down... me very hungry..."
"normal","er yep sure. props?"
"fraud","hello sir i am from paytm.  your kyc is finished with paytm.  will you get kyc done?"
"normal","hello , who are you?"
"normal","hello , how are  you??"
"normal","yes, what is your name? "
"normal","yes, did the ticket come out?"
"normal","what are you doing?"
"normal","where are you?."
"normal","what is eating brother?"
"normal","hello mother, what are you doing?"
"normal","yes papa, where are you?"
"normal","hello dada , how are you?"
"fraud","hello sir, i am speaking from paytm.  have you ever had kyc, if not done, please get it done."
"fraud","sir i am speaking through phonepe  you have received a cashback of ₹ 5000.  why have not you received yet? for receive it tell us about your bank account number."
"fraud","sir, give me your atm number."
"fraud","hello sir, you are ending atm card validity today.  please turn it on."
"fraud","hello sir, i am speaking from sbi bank.  you want to open a new account.  so please share your aadhaar number with us."
"fraud","hello sir, i am speaking from sbi bank.  ₹ 5000 has been deducted from your account.  please share your account number to withdraw it."
"fraud","sir, i am speaking from icici bank.  do you want to open your new account?"
"fraud","hello sir, i am speaking from icici bank.  your atm card date has expired.  please share your aadhaar number to run a new atm card."
"fraud","sir i can know your aadhar card number."
"fraud","sir, can i know your account number?"
"fraud","sir i can know your cvv pin."
"fraud","sir i can know your atm card number."
"fraud","hello sir, i am talking to the insurance company.  a new offer has come, would you like to take?"
"fraud","hello sir, i am talking to lic.  a new policy has come.  would you like to have it."
"fraud","brother, how are you? i am speaking raju.  will you give me your atm card."
"fraud","hello yes brother, i am speaking vimal, what are you doing? hey, i wanted your atm card, will you?"
"fraud","hello friend i am speaking vimal.i wanted your bank account number.  there was some work."
"normal","if i had a map i would give it to her."
"normal","if he tried to blackmail me, i would inform you."
"normal","i wrote a letter day before yesterday."
"normal","he used to smoke ten cigarettes daily."
"normal","he will go to delhi on next monday."
"normal","suresh will have been teaching in this college for four years by the year 2008."
"normal","the students will have left the school before the principal comes."
"normal","he goes for a walk at 6 of clock daily in the morning."
"normal","it is easy to find faults with others."
"normal","i consider that it is pity to waste time."
"normal","it is uncertain that she will come."
"normal","it  is the place where he was murdered."
"normal","i recognised the student to be him."
"normal","every soldier and every sailor was in his place."
"normal","the two friends quarrelled with each other."
"normal","he kept himself away from the function."
"normal","this is bbb/voice of america."
"normal","there is no problem but has a solution."
"normal","we know the hotel that she lives in."
"normal","that is the lady that i told you about."
"normal","this is the house that i told you about."
"normal","he is the most eloquent speaker that i have ever heard."
"normal","there was none that did not support the because."
"normal","it is for nothing that i have been trying to find."
"normal","i have lost the book that you gave me."
"normal","uneasy lies the head that wears a crown."
"normal","what cannot be cured must be endured."
"normal","i know what you want to say."
"normal","what i told you yesterday, is a secret."
"normal","i like the boy who helps the poor."
"normal","that is the girl whom all admire."
"normal","the dog whose colour is white has become mad."
"normal","i understand the point that you are hinting at."
"normal","patel was the greatest man that india produced."
"normal","i shall employ whomsoever you recommend."
"normal","there was somebody that raised the mattee."
"normal","there was not any that could be followed."
"normal","these are chairman's instruction that must be followed."
"normal","this is a good magazine and which should be read by everyone."
"normal","this is a good car but which is very costly."
"normal","the man whom i met yesterday is very intelligent."
"normal","is you put this seat in your notebook ,you can refer to it."
"normal","it was i who telephoned you yesterday."
"normal","i am not one of those who cannot keep his promise."
"normal","i could not able of the opportunity i got last year."
"normal","my house is bigger than their."
"normal","this is a secret between you and i."
"normal","any one of the two girls can solve this puzzle."
"normal","either of the three students is responsible for the loss."
"normal","every man and every woman has his own  fascination."
"normal","this is to certify that mr a is our employee."
"normal","the boy who is sitting in the corner reads in my class."
"normal","that is the best that you can do."
"normal","either rohan aur his friends forgot their books."
"normal","she is growing more and more like his father."
"normal","are you likely ever to become a principal."
"normal","we earn to live happily."
"normal","i have no magazine to read."
"normal","these fruits are delicious to eat."
"normal","it was the best players to be perform that year."
"normal","i asked him where to buy fruits at reasonable rate."
"normal","i showed him which button to press."
"normal","i decided to do it."
"normal","hello kavya, how are you? it is been a long time we have met."
"normal","oh hi ankita, i am doing good. what about you?"
"normal","i am fine too. so where are you working right now?"
"normal","i am working at the bosch company."
"normal","oh, really. that is a great company. what is your post there?"
"normal","i am working as a software engineer."
"normal","i am a travel blogger. i used to travel to different places and explore different cultures and varieties of food to write it in my blog. i would like to ask you also to follow my blog."
"normal","sure ankita. i will certainly follow it. you are doing a great job by letting people know about different parts of the world."
"normal","thanks kavya!"
"normal","it is going pretty well. but i am facing little difficulties in solving some maths problems."
"normal","oh really. may i know which problems they are? maybe i could help you with this."
"normal","it is related to the trigonometry topic."
"normal","well, fortunately, i really like that topic. i think we can study together with the whole concept mentioned as per syllabus. you may come to my house after school to study.  i can even give you some tips to remember the formulas based on this topic."
"normal","we can study together to clear each other doubts. also, our parents will not be having any issues with this. so, let us start it from tomorrow."
"normal","how are you dealing with delhi’s pollution?"
"normal","it is really terrifying, especially in winters. i recently ordered a pollution mask to decrease the effect of pollution, but we cannot wear it all the time. but what we need to do at home?"
"normal","you have got a point. i am also thinking to buy a pollution mask. what would you suggest?"
"normal","what about pollution from fireworks on diwali?"
"normal","any fraudulent act or deception on social media, internet, mobile phones etc all are cybercrimes."
"normal","but i think he deserved it. he looted as much as rs 400, 000 from various people."
"normal","there are many types of frauds, blackmailing and threats being done through the phones and internet."
"normal","what acts comes under cyber crimes?"
"normal","having illegal access to other social media accounts, computers, phones and laptops in order to steal personal information like pics, messages, passwords, etc."
"normal","i went back to school."
"normal","oh hey, i did not see you there. did you already get a table?"
"normal","well, i am sure you did great. good luck."
"normal","i can understand that. i get nervous before interviews, too."
"fraud","hello i am a military man. i need some help from you.  will help me."
"fraud","hello, i am from maharashtra police.  your account number has been hacked.  please share your account number with me"
"fraud","hello, i am from mumbai police.  your mobile number is used in crime.  please share the data."
"fraud","i am from icici bank.  you have received an offer.  to avail this, a 4 digit otp has been placed on your mobile number.  please share otp with me."
"normal","i am working at the bosch company."
"normal","i am working as a software engineer."
"normal","i have been so busy with my new job that i have not had the time to do much else but otherwise, me and the family are all fine."
"normal","actually i am worried about my final examination what about your preparation for the examination?"
"normal","well, i am going on well my studies. i am also worried about my exam."
"normal","but tell me about your preparation in different subjects."
"normal","you know i am weak in english. that is why, i am taking special care in english. i am having a detailed revision in other subjects."
"normal","yes but i study text books very carefully."
"normal","are you taking help from any special books?"
"normal","yes. i think it will be very helpful not only for english but also for other subjects."
"normal","thank you for your supportive."
"normal","i am also fine, jamia. we are in intermediate class. so we must choose our career now."
"normal","you are quite right. success in life depends on the right choice of career."
"normal","we must choose our career properly. may i know your choice of career?"
"normal","yes i do. it is a  good profession. could you tell me why you have chosen this profession?"
"normal","most of our people are deprived of the service of the doctors."
"normal","are you willing to go to the villagers if necessary?"
"normal","you know newspaper is called the store house of knowledge."
"normal","without reading newspaper we cannot know about the world."
"normal","they who do not read newspaper remain frogs of the well. because they do not know the current affairs of the country and world."
"normal","at the same time newspapers contains articles related to our study. they are very helpful."
"normal","which section of newspaper do you like most?"
"normal","i like the general knowledge section and literary articles. sometimes i send my writings to newspaper."
"normal","that is very good. newspaper up hold people’s view, too. i have to go now."
"normal","you look bit down. what is the matter?"
"normal","nothing much."
"fraud","hello sir, i am from hdfc bank."
"fraud","hello sir ,i am from kotak mahindra bank bank."
"fraud","hello sir , i am from sbi bank."
"fraud","hello sir, i am from bank of baroda."
"fraud","hello sir , i am from corporation bank."
"fraud","hello sir , i am from panjab national bank."
"fraud","hello sir , i am from paytm bank."
"fraud","hello sir , i am from icici bank."
"fraud","hello sir do you want to make your license from home?"
"fraud","dear 7977xxxx34, win 1st prize of rs. 2 lakhs! create your team for ind vs eng 1st odi on paytm first games & win up to rs. 10 cr. click m.paytm.me/fnpt t&c."
"normal","what have you done about mathematics?"
"normal","i have done well in mathematics but i could not do well in english. "
"normal","how are you getting on with your studies?"
"normal","my preparation is so good in all subjects. "
"normal","pray for me and thanks for your suggestion."
"normal","sir, i want to know about necessity of learning english."
"normal","thank you for your curiosity. we know that english is an international language and communication defends on the language."
"normal","but, why shall we learn it?"
"normal","if you want to serve in a post office, in a foreign office, in an airport and to study higher education, you must know english. "
"normal","now, i think that everybody should learn english. because we can not progress in life without learn it."
"normal","i hope that you have understood properly it."
"normal","thank you sir, for your advices."
"normal","yes. our specialization in financial markets is good though. probably better than most general mba courses. "
"normal","yeah right. so arjun, where do you come from?"
"normal","i hail from chandigarh, where my family lives."
"normal","i am from delhi itself. i put up in east delhi, near anand vihar. i stay with my family."
"normal","yes, metro is the best option for students."
"normal","it indeed is. air conditioning and the trip duration is also really short."
"normal","hello juliet. it is nice to see you after such a long time. where have you been?"
"normal","hello jane, it is nice to see you too. i have been busy in preparing for my engineering entrance examinations."
"normal","i have always had a natural inclination towards a mechanical occupation, so i want to become an engineer. what are you going to do?"
"normal","i have always loved teaching. wish to become a good teacher like my mother. do you remember how we used to imitate our teachers during our school days?"
"normal","thanks juliet. i just hope i achieve my goal of becoming a competent teacher and share my knowledge with the students for their future."
"normal","that is a very nice thought, jane. there are many responsibilities that a teacher has to shoulder. it is a difficult job, although it is a very noble profession."
"normal","hope to see you soon. wish you all the best in all your endeavors, jane."
"normal","thanks juliet. i will surely convey your regards to her."
"normal","everything is good, sir. my final semester exams of mba are complete and i want some tricks and tips to crack the job interviews."
"normal","great to hear that. i will surely help you out. are these campus interviews or off-campus ones?"
"normal","a couple of them will be campus interviews, organized by the training and placement cell. but the majority are off-campus."
"normal","okay then. there are certain points you should keep in mind before facing any job interview."
"normal","yes sir, please tell me. i will be taking notes."
"normal","the first round is usually a written or aptitude test. it can also be a technical test based on your domain expertise. before anything else, you need to clear this round. i hope your cv has been peer-reviewed already?"
"normal","yes, i have created a resume. i hope it does the job."
"normal","i hope you know that there is a difference between a cv and resume?"
"normal","yes sir, i know that. the cv is a long version while the resume is a short one!"
"normal","yes, that and more. anyway, once you clear the aptitude round, you will have to deal with the hr round. there is no hardball approach and the hr usually tries to get to know you better. you can easily go through a checklist of the most frequently questions asked in such interviews and you will be good to go. take note that the ‘tell me about yourself’ question is the first one asked and you need to prepare well for that. there is another really important thing you should know about the hr round."
